OrderID,OrderDate,CustomerID,CustomerName,Product,Category,Quantity,UnitPrice,Discount,Sales,Cost,Profit,Region,State,City
812,2024-03-02,180,Customer 0180,Notebook,Stationery,12,77,0,924,746.09,177.91,North,Rajasthan,Jaipur
813,2025-05-06,206,Customer 0206,Chair,Furniture,1,3578,10,3220.2,2772.58,447.62,North,Uttar Pradesh,Lucknow
814,2025-06-22,496,Customer 0496,Mouse,Electronics,19,553,0,10507,7008.68,3498.32,South,Tamil Nadu,Chennai
815,2025-09-24,312,Customer 0312,Pen,Stationery,9,19,10,153.9,92.7,61.2,Central,Madhya Pradesh,Bhopal
816,2023-06-19,342,Customer 0342,Chair,Furniture,10,3449,10,31041,26630.17,4410.83,South,Karnataka,
817,2024-06-01,366,Customer 0366,Monitor,Electronics,1,12376,15,10519.6,6552.01,3967.59,East,West Bengal,Kolkata
818,2024-06-30,72,Customer 0072,Keyboard,Electronics,19,1286,5,23212.3,18517.67,4694.63,Central,Madhya Pradesh,Bhopal
819,2024-04-18,442,Customer 0442,Laptop,Electronics,9,51455,5,439940.25,323300.43,116639.82,North,Delhi,New Delhi
820,2025-12-15,386,Customer 0386,Mouse,Electronics,15,604,5,8607,7098.09,1508.91,South,Karnataka,Bengaluru
821,2024-04-19,393,Customer 0393,Phone,Electronics,10,22613,15,192210.5,157065.85,35144.65,South,Tamil Nadu,Chennai
822,2023-02-24,318,Customer 0318,Phone,Electronics,19,24867,5,448849.35,334140.05,114709.3,North,Rajasthan,Jaipur
823,2023-11-21,151,Customer 0151,Mouse,Electronics,13,598,0,7774,5762.54,2011.46,South,Tamil Nadu,Chennai
824,2025-11-06,322,Customer 0322,Chair,Furniture,9,3399,5,29061.45,19464.09,9597.36,North,Delhi,New Delhi
825,2023-07-13,19,Customer 0019,Keyboard,Electronics,4,1237,5,4700.6,3623.97,1076.63,Central,Madhya Pradesh,Bhopal
826,2025-07-15,105,Customer 0105,Phone,Electronics,6,23763,5,135449.1,85184.56,50264.54,South,Tamil Nadu,Chennai
827,2023-01-22,98,Customer 0098,Laptop,Electronics,4,47261,0,189044,163473.07,25570.93,Central,Madhya Pradesh,Bhopal
828,2025-09-09,318,Customer 0318,Phone,Electronics,13,26536,5,327719.6,226079.72,-101639.88,West,Maharashtra,Mumbai
829,2023-02-11,418,Customer 0418,Monitor,Electronics,17,11335,0,192695,127777.38,64917.62,West,Gujarat,Ahmedabad
830,2024-03-16,218,Customer 0218,Monitor,Electronics,6,12715,10,68661,44785.17,23875.83,South,Karnataka,Bengaluru
831,2023-02-26,154,Customer 0154,Desk,Furniture,2,6815,10,12267,7775.47,4491.53,West,Gujarat,Ahmedabad
832,2023-09-06,346,Customer 0346,Phone,Electronics,9,23499,15,179767.35,121865.62,57901.73,North,Uttar Pradesh,Lucknow
833,2025-04-12,432,Customer 0432,Chair,Furniture,19,3589,0,68191,43104.92,25086.08,West,Gujarat,Ahmedabad
834,2023-11-05,366,Customer 0366,Chair,Furniture,20,3716,10,66888,42143.51,24744.49,East,West Bengal,Kolkata
835,2025-08-27,451,Customer 0451,Notebook,Stationery,7,74,15,440.3,300.34,139.96,North,Uttar Pradesh,Lucknow
836,2025-01-18,130,Customer 0130,Chair,Furniture,15,3328,15,42432,35373.35,7058.65,North,Delhi,New Delhi
837,2024-09-08,397,Customer 0397,Mouse,Electronics,12,636,0,7632,6330.04,1301.96,North,Uttar Pradesh,Lucknow
838,2023-04-24,105,Customer 0105,Desk,Furniture,19,6981,10,119375.1,101212.81,18162.29,Central,Madhya Pradesh,Bhopal
839,2025-07-15,237,Customer 0237,Chair,Furniture,20,3829,15,65093,56012.56,9080.44,South,Tamil Nadu,Chennai
840,2024-04-06,459,Customer 0459,Printer,Electronics,10,14333,15,121830.5,93225.4,28605.1,North,Delhi,New Delhi
841,2025-12-28,200,Customer 0200,Chair,Furniture,9,3612,10,29257.2,21476.71,7780.49,Central,Madhya Pradesh,Bhopal
842,2025-08-19,94,Customer 0094,Laptop,Electronics,6,47731,0,286386,192759.79,93626.21,North,Uttar Pradesh,Lucknow
843,2023-01-27,342,Customer 0342,Desk,Furniture,15,7139,0,107085,93867.46,13217.54,West,Gujarat,Ahmedabad
844,2023-07-28,374,Customer 0374,Mouse,Electronics,12,629,0,7548,5871.63,1676.37,North,Delhi,New Delhi
845,2023-06-20,6,Customer 0006,Desk,Furniture,16,7109,0,113744,91629.61,22114.39,West,Maharashtra,Mumbai
846,2023-01-31,300,Customer 0300,Keyboard,Electronics,10,1191,0,11910,7847.81,4062.19,North,Delhi,New Delhi
847,2025-03-22,62,Customer 0062,Phone,Electronics,6,26883,0,161298,130962.4,30335.6,West,Maharashtra,Mumbai
848,2025-09-24,365,Customer 0365,Pen,Stationery,13,19,5,234.65,157.06,77.59,North,Uttar Pradesh,Lucknow
849,2023-11-11,485,Customer 0485,Phone,Electronics,11,24720,15,231132,185353.5,45778.5,South,Tamil Nadu,Chennai
850,2024-10-19,250,Customer 0250,Phone,Electronics,4,24762,15,84190.8,50844.11,33346.69,West,Maharashtra,Mumbai
851,2023-08-10,478,Customer 0478,Keyboard,Electronics,18,1090,10,17658,13921.8,3736.2,South,Karnataka,Bengaluru
852,2025-11-29,363,Customer 0363,Printer,Electronics,18,16049,10,259993.8,196521.25,63472.55,South,Karnataka,Bengaluru
853,2023-10-10,357,Customer 0357,Laptop,Electronics,7,48861,0,342027,276600.61,-65426.39,West,Gujarat,Ahmedabad
854,2024-06-29,388,Customer 0388,Mouse,Electronics,7,583,5,3876.95,2441.67,1435.28,North,Rajasthan,Jaipur
855,2024-09-18,405,Customer 0405,Pen,Stationery,1,19,5,18.05,16.07,1.98,East,West Bengal,Kolkata
856,2023-01-24,358,Customer 0358,Chair,Furniture,14,3803,0,53242,43843.75,9398.25,West,Gujarat,Ahmedabad
857,2025-08-17,252,Customer 0252,Keyboard,Electronics,8,1105,15,7514,6030.17,1483.83,Central,Madhya Pradesh,Bhopal
858,2025-04-20,312,Customer 0312,Printer,Electronics,15,14884,15,189771,136689.97,53081.03,South,Karnataka,Bengaluru
859,2024-08-09,230,Customer 0230,Notebook,Stationery,2,87,10,156.6,115.6,41,Central,Madhya Pradesh,Bhopal
860,2024-04-18,80,Customer 0080,Printer,Electronics,10,13793,0,137930,94584.24,43345.76,South,Karnataka,Bengaluru
861,2025-09-12,281,Customer 0281,Laptop,Electronics,17,48801,0,829617,695713.69,133903.31,East,West Bengal,Kolkata
862,2024-08-08,258,Customer 0258,Mouse,Electronics,3,636,15,1621.8,1061.96,559.84,East,West Bengal,Kolkata
863,2023-02-12,228,Customer 0228,Laptop,Electronics,9,46540,5,397917,247400.82,150516.18,East,West Bengal,Kolkata
864,2024-01-03,277,Customer 0277,Pen,Stationery,8,20,5,152,95.21,56.79,West,Maharashtra,Mumbai
865,2023-07-13,129,Customer 0129,Notebook,Stationery,14,87,10,1096.2,821.03,275.17,North,Delhi,New Delhi
866,2024-01-07,489,Customer 0489,Mouse,Electronics,20,614,15,10438,6406.4,4031.6,West,Gujarat,Ahmedabad
867,2024-01-05,139,Customer 0139,Printer,Electronics,12,15144,0,181728,158974.16,22753.84,North,Uttar Pradesh,Lucknow
868,2023-11-20,297,Customer 0297,Phone,Electronics,6,25842,15,131794.2,112950.31,18843.89,South,Telangana,Hyderabad
869,2023-05-12,346,Customer 0346,Notebook,Stationery,18,80,5,1368,920.85,447.15,East,West Bengal,Kolkata
870,2023-01-05,307,Customer 0307,Notebook,Stationery,20,74,0,1480,1000.09,479.91,South,Karnataka,Bengaluru
871,2023-12-10,323,Customer 0323,Notebook,Stationery,9,86,10,696.6,520.89,175.71,Central,Madhya Pradesh,Bhopal
872,2023-12-02,461,Customer 0461,Chair,Furniture,16,3428,15,46620.8,41344.25,5276.55,Central,Madhya Pradesh,Bhopal
873,2024-12-08,134,Customer 0134,Phone,Electronics,4,22547,5,85678.6,61865.43,23813.17,West,Maharashtra,Mumbai
874,2023-05-03,43,Customer 0043,Laptop,Electronics,7,52347,0,366429,322739.72,43689.28,North,Rajasthan,Jaipur
875,2023-05-20,434,Customer 0434,Phone,Electronics,19,26721,15,431544.15,284145.45,147398.7,West,Gujarat,Ahmedabad
876,2023-03-27,317,Customer 0317,Keyboard,Electronics,14,1085,0,15190,9171.96,6018.04,South,Karnataka,Bengaluru
877,2025-02-04,111,Customer 0111,Pen,Stationery,2,20,10,36,30.4,5.6,East,West Bengal,Kolkata
878,2024-09-11,300,Customer 0300,Mouse,Electronics,15,622,10,8397,5538.11,2858.89,South,Tamil Nadu,Chennai
879,2025-12-04,302,Customer 0302,Laptop,Electronics,14,52467,15,624357.3,538903.13,85454.17,South,Tamil Nadu,Chennai
880,2023-08-16,387,Customer 0387,Laptop,Electronics,16,45009,0,720144,560671.05,159472.95,South,Karnataka,Bengaluru
881,2025-04-16,245,Customer 0245,Monitor,Electronics,9,13028,10,105526.8,77531.77,27995.03,West,Maharashtra,Mumbai
882,2024-12-17,49,Customer 0049,Laptop,Electronics,16,45790,15,622744,492839.59,129904.41,North,Uttar Pradesh,Lucknow
883,2023-09-23,194,Customer 0194,Keyboard,Electronics,2,1139,0,2278,1938.55,339.45,East,West Bengal,Kolkata
884,2025-07-12,2,Customer 0002,Phone,Electronics,3,23561,5,67148.85,42920.73,-24228.12,East,West Bengal,Kolkata
885,2023-09-29,8,Customer 0008,Keyboard,Electronics,7,1174,5,7807.1,5814.48,1992.62,North,Rajasthan,Jaipur
886,2024-01-21,138,Customer 0138,Pen,Stationery,8,20,15,136,110.81,25.19,West,Gujarat,Ahmedabad
887,2025-04-22,270,Customer 0270,Mouse,Electronics,11,660,15,6171,3886.72,2284.28,West,Gujarat,Ahmedabad
888,2025-05-18,236,Customer 0236,Phone,Electronics,17,25753,10,394020.9,320418.05,73602.85,East,West Bengal,Kolkata
889,2023-04-07,355,Customer 0355,Phone,Electronics,12,26429,5,301290.6,228009.57,73281.03,East,West Bengal,Kolkata
890,2024-12-31,107,Customer 0107,Notebook,Stationery,17,77,5,1243.55,934.82,308.73,South,Telangana,Hyderabad
891,2023-06-11,314,Customer 0314,Notebook,Stationery,7,82,0,574,428.02,145.98,South,Karnataka,Bengaluru
892,2024-09-05,134,Customer 0134,Monitor,Electronics,11,12599,10,124730.1,93962.25,30767.85,South,Tamil Nadu,Chennai
893,2025-08-19,24,Customer 0024,Pen,Stationery,12,22,10,237.6,212.99,24.61,West,Gujarat,Ahmedabad
894,2023-05-17,60,Customer 0060,Desk,Furniture,13,7150,15,79007.5,52337.78,26669.72,North,Delhi,New Delhi
895,2024-02-23,367,Customer 0367,Keyboard,Electronics,10,1134,15,9639,6802.88,2836.12,North,Delhi,New Delhi
896,2024-05-30,236,Customer 0236,Laptop,Electronics,19,47018,5,848674.9,696022.57,152652.33,West,Gujarat,Ahmedabad
897,2025-09-16,177,Customer 0177,Desk,Furniture,19,7110,0,135090,101290.2,33799.8,South,Karnataka,Bengaluru
898,2023-10-19,270,Customer 0270,Desk,Furniture,17,6878,0,116926,74134.63,42791.37,West,Gujarat,Ahmedabad
899,2024-02-13,348,Customer 0348,Keyboard,Electronics,6,1191,10,6431.4,4024.42,2406.98,North,Delhi,New Delhi
900,2024-08-25,159,Customer 0159,Keyboard,Electronics,2,1309,5,2487.1,1506.46,980.64,North,Rajasthan,Jaipur
901,2025-08-18,149,Customer 0149,Pen,Stationery,10,20,10,180,139.71,-40.29,North,Uttar Pradesh,Lucknow
902,2024-10-06,52,Customer 0052,Pen,Stationery,7,20,15,119,92.1,26.9,South,Tamil Nadu,Chennai
903,2025-04-13,254,Customer 0254,Monitor,Electronics,7,11025,10,69457.5,50994.35,18463.15,West,Maharashtra,Mumbai
904,2023-11-29,270,Customer 0270,Mouse,Electronics,10,587,15,4989.5,4199.78,789.72,North,Delhi,New Delhi
905,2023-12-22,77,Customer 0077,Phone,Electronics,16,26537,15,360903.2,315086.24,45816.96,South,Tamil Nadu,Chennai
906,2025-09-18,235,Customer 0235,Pen,Stationery,13,20,5,247,218.17,28.83,North,Rajasthan,Jaipur
907,2024-08-27,238,Customer 0238,Keyboard,Electronics,8,1081,5,8215.6,6828.67,1386.93,South,Tamil Nadu,Chennai
908,2023-07-20,454,Customer 0454,Monitor,Electronics,2,11071,0,22142,19096.69,3045.31,North,Uttar Pradesh,Lucknow
909,2024-07-12,193,Customer 0193,Keyboard,Electronics,17,1157,0,19669,13119.93,6549.07,North,Uttar Pradesh,Lucknow
910,2023-04-30,272,Customer 0272,Mouse,Electronics,19,642,0,12198,7756.19,4441.81,North,Uttar Pradesh,Lucknow
911,2024-12-28,270,Customer 0270,Keyboard,Electronics,15,1208,0,18120,11289.09,6830.91,North,Rajasthan,Jaipur
912,2024-01-29,412,Customer 0412,Printer,Electronics,20,15845,10,285210,235883.12,49326.88,East,West Bengal,Kolkata
913,2024-05-22,450,Customer 0450,Laptop,Electronics,5,51507,10,231781.5,149316.4,82465.1,North,Delhi,New Delhi
914,2024-07-09,33,Customer 0033,Mouse,Electronics,1,650,0,650,442.64,207.36,East,West Bengal,Kolkata
915,2023-11-27,74,Customer 0074,Phone,Electronics,2,25671,10,46207.8,38800.77,7407.03,West,Gujarat,Ahmedabad
916,2025-07-08,431,Customer 0431,Monitor,Electronics,18,12522,10,202856.4,152768.43,-50087.97,South,Tamil Nadu,Chennai
917,2025-06-19,64,Customer 0064,Keyboard,Electronics,8,1253,0,10024,6368.61,3655.39,Central,Madhya Pradesh,Bhopal
918,2024-09-21,482,Customer 0482,Mouse,Electronics,1,656,0,656,529.1,126.9,South,Karnataka,Bengaluru
919,2025-09-11,405,Customer 0405,Monitor,Electronics,5,12173,0,60865,51702.98,9162.02,North,Uttar Pradesh,Lucknow
920,2025-03-02,386,Customer 0386,Notebook,Stationery,18,77,15,1178.1,1008.17,169.93,South,Tamil Nadu,Chennai
921,2024-05-27,196,Customer 0196,Pen,Stationery,20,22,0,440,342.31,97.69,South,Telangana,Hyderabad
922,2023-05-09,388,Customer 0388,Laptop,Electronics,8,47190,0,377520,273432.47,104087.53,North,Delhi,New Delhi
923,2024-06-24,280,Customer 0280,Chair,Furniture,14,3370,10,42462,37368.75,5093.25,North,Uttar Pradesh,Lucknow
924,2023-10-19,217,Customer 0217,Printer,Electronics,2,14127,10,25428.6,16477,8951.6,West,Maharashtra,Mumbai
925,2025-12-24,106,Customer 0106,Keyboard,Electronics,14,1207,0,16898,14924.14,1973.86,South,Tamil Nadu,Chennai
926,2025-06-09,249,Customer 0249,Chair,Furniture,3,3454,15,8807.7,6474.1,2333.6,West,Gujarat,Ahmedabad
927,2024-10-28,149,Customer 0149,Monitor,Electronics,12,12314,0,147768,117902.35,29865.65,South,Tamil Nadu,Chennai
928,2023-12-23,423,Customer 0423,Desk,Furniture,4,7413,0,29652,20737.96,8914.04,North,Delhi,New Delhi
929,2025-09-09,388,Customer 0388,Chair,Furniture,6,3373,10,18214.2,12203.31,6010.89,South,Telangana,Hyderabad
930,2024-11-03,448,Customer 0448,Monitor,Electronics,15,12663,0,189945,152579,37366,South,Tamil Nadu,Chennai
931,2023-04-14,291,Customer 0291,Printer,Electronics,10,15591,15,132523.5,95195.58,37327.92,West,Maharashtra,Mumbai
932,2024-11-08,117,Customer 0117,Phone,Electronics,13,25493,0,331409,257507.07,73901.93,East,West Bengal,Kolkata
933,2024-12-25,97,Customer 0097,Phone,Electronics,4,23994,5,91177.2,57866.55,33310.65,North,Delhi,New Delhi
934,2023-01-15,286,Customer 0286,Notebook,Stationery,9,72,0,648,538.27,109.73,West,Gujarat,Ahmedabad
935,2024-05-01,119,Customer 0119,Pen,Stationery,15,21,5,299.25,232.03,67.22,North,Rajasthan,Jaipur
936,2023-07-05,126,Customer 0126,Keyboard,Electronics,9,1131,5,9670.05,7499.77,2170.28,Central,Madhya Pradesh,Bhopal
937,2024-08-09,68,Customer 0068,Desk,Furniture,9,7183,10,58182.3,46384.19,11798.11,North,Uttar Pradesh,Lucknow
938,2023-12-04,106,Customer 0106,Phone,Electronics,17,24923,5,402506.45,347503.99,55002.46,West,Gujarat,Ahmedabad
939,2024-08-12,236,Customer 0236,Mouse,Electronics,14,572,15,6806.8,5002.89,1803.91,Central,Madhya Pradesh,Bhopal
940,2025-01-13,271,Customer 0271,Mouse,Electronics,17,588,5,9496.2,6961.85,2534.35,South,Karnataka,Bengaluru
941,2025-10-05,440,Customer 0440,Monitor,Electronics,14,12036,5,160078.8,141724.53,18354.27,West,Maharashtra,Mumbai
942,2023-09-15,140,Customer 0140,Notebook,Stationery,19,79,5,1425.95,1232.14,193.81,North,Rajasthan,Jaipur
943,2023-03-13,51,Customer 0051,Chair,Furniture,10,3777,15,32104.5,21369.33,10735.17,West,Maharashtra,Mumbai
944,2025-12-31,189,Customer 0189,Desk,Furniture,16,7316,15,99497.6,60222.78,39274.82,South,Telangana,Hyderabad
945,2023-03-03,403,Customer 0403,Phone,Electronics,14,23493,0,328902,260388.69,68513.31,East,West Bengal,Kolkata
946,2023-03-18,71,Customer 0071,Notebook,Stationery,8,86,0,688,509.29,178.71,South,Telangana,Hyderabad
947,2024-04-11,340,Customer 0340,Chair,Furniture,13,3723,10,43559.1,30457.76,13101.34,South,Karnataka,Bengaluru
948,2025-01-05,313,Customer 0313,Laptop,Electronics,9,51969,15,397562.85,315750.39,81812.46,North,Uttar Pradesh,Lucknow
949,2023-06-29,85,Customer 0085,Monitor,Electronics,5,13039,0,65195,39197.91,25997.09,South,Tamil Nadu,Chennai
950,2023-12-06,183,Customer 0183,Printer,Electronics,10,14772,10,132948,88459.85,44488.15,South,Telangana,Hyderabad
951,2024-03-02,99,Customer 0099,Monitor,Electronics,8,11322,15,76989.6,62942.97,14046.63,West,Maharashtra,Mumbai
952,2023-08-07,387,Customer 0387,Desk,Furniture,1,6568,5,6239.6,4455.1,1784.5,North,Rajasthan,Jaipur
953,2025-10-12,455,Customer 0455,Mouse,Electronics,7,650,15,3867.5,2810.48,1057.02,North,Rajasthan,Jaipur
954,2023-09-23,166,Customer 0166,Printer,Electronics,16,16250,15,221000,144229.21,76770.79,North,Delhi,New Delhi
955,2023-04-02,342,Customer 0342,Laptop,Electronics,3,51819,5,147684.15,118882.02,28802.13,West,Maharashtra,Mumbai
956,2024-06-13,58,Customer 0058,Notebook,Stationery,16,81,0,1296,1034.93,261.07,Central,Madhya Pradesh,Bhopal
957,2025-03-29,65,Customer 0065,Laptop,Electronics,3,48108,0,144324,104661.24,39662.76,South,Karnataka,Bengaluru
958,2025-05-07,382,Customer 0382,Monitor,Electronics,11,12885,0,141735,95849.47,45885.53,West,Maharashtra,Mumbai
959,2025-04-04,96,Customer 0096,Phone,Electronics,2,23480,10,42264,27376.52,14887.48,South,Tamil Nadu,Chennai
960,2023-08-02,370,Customer 0370,Chair,Furniture,19,3815,5,68860.75,48071.4,20789.35,South,Telangana,Hyderabad
961,2024-08-04,481,Customer 0481,Laptop,Electronics,4,52154,5,198185.2,151856.56,46328.64,South,Telangana,Hyderabad
962,2023-02-25,325,Customer 0325,Monitor,Electronics,7,11092,0,77644,49693.23,27950.77,North,Rajasthan,Jaipur
963,2024-04-04,429,Customer 0429,Laptop,Electronics,11,51731,15,483684.85,392748.2,90936.65,South,Telangana,Hyderabad
964,2024-11-05,28,Customer 0028,Printer,Electronics,11,14737,0,162107,112736.42,49370.58,North,Rajasthan,Jaipur
965,2024-11-02,84,Customer 0084,Desk,Furniture,18,7282,0,131076,82777.88,48298.12,South,Karnataka,Bengaluru
966,2023-11-28,340,Customer 0340,Phone,Electronics,15,23006,5,327835.5,209952.39,117883.11,East,West Bengal,Kolkata
967,2025-10-26,493,Customer 0493,Phone,Electronics,2,25791,15,43844.7,37484.34,6360.36,North,Rajasthan,Jaipur
968,2024-06-21,2,Customer 0002,Laptop,Electronics,3,51537,5,146880.45,102829.73,44050.72,Central,Madhya Pradesh,Bhopal
969,2025-06-16,179,Customer 0179,Monitor,Electronics,18,11411,0,205398,182552.03,22845.97,North,Delhi,New Delhi
970,2024-01-14,97,Customer 0097,Keyboard,Electronics,3,1167,5,3325.95,2150.46,1175.49,North,Uttar Pradesh,Lucknow
971,2023-03-19,428,Customer 0428,Printer,Electronics,19,15897,0,302043,186968.2,115074.8,North,Uttar Pradesh,Lucknow
972,2025-07-28,6,Customer 0006,Pen,Stationery,5,19,10,85.5,70.78,14.72,North,Uttar Pradesh,Lucknow
973,2024-04-14,338,Customer 0338,Notebook,Stationery,18,84,5,1436.4,898.32,538.08,North,Rajasthan,Jaipur
974,2025-01-08,87,Customer 0087,Mouse,Electronics,13,600,10,7020,5224.98,1795.02,West,Maharashtra,Mumbai
975,2024-04-27,39,Customer 0039,Mouse,Electronics,5,557,15,2367.25,1953.22,414.03,South,Tamil Nadu,Chennai
976,2023-05-04,358,Customer 0358,Phone,Electronics,3,24267,15,61880.85,50352.45,11528.4,West,Maharashtra,Mumbai
977,2023-07-09,479,Customer 0479,Desk,Furniture,2,7380,0,14760,12343.42,2416.58,Central,Madhya Pradesh,Bhopal
978,2025-03-11,274,Customer 0274,Notebook,Stationery,4,74,5,281.2,245.84,35.36,West,Maharashtra,Mumbai
979,2024-08-26,336,Customer 0336,Desk,Furniture,7,7117,15,42346.15,32970.02,9376.13,North,Rajasthan,Jaipur
980,2025-02-08,172,,Notebook,Stationery,14,77,15,916.3,607.56,308.74,North,Delhi,New Delhi
981,2024-09-18,109,Customer 0109,Phone,Electronics,17,27405,10,419296.5,319200.73,100095.77,North,Uttar Pradesh,Lucknow
982,2023-10-30,45,Customer 0045,Laptop,Electronics,14,46299,10,583367.4,473369.78,109997.62,South,Telangana,Hyderabad
983,2023-01-31,362,Customer 0362,Laptop,Electronics,2,51115,0,102230,78057.35,24172.65,South,Tamil Nadu,Chennai
984,2024-02-04,264,Customer 0264,Notebook,Stationery,17,74,0,1258,1093.48,164.52,West,Maharashtra,Mumbai
985,2023-12-27,371,Customer 0371,Keyboard,Electronics,7,1203,5,7999.95,4926.68,3073.27,South,Tamil Nadu,Chennai
986,2024-01-30,391,Customer 0391,Printer,Electronics,2,14450,5,27455,18680.03,8774.97,North,Rajasthan,Jaipur
987,2023-10-03,256,Customer 0256,Desk,Furniture,15,6544,15,83436,70301.65,13134.35,North,Rajasthan,Jaipur
988,2025-12-16,330,Customer 0330,Monitor,Electronics,3,11510,10,31077,20975.63,10101.37,North,Rajasthan,Jaipur
989,2024-09-13,166,Customer 0166,Notebook,Stationery,13,80,5,988,716.9,271.1,North,Delhi,New Delhi
990,2024-08-12,187,Customer 0187,Chair,Furniture,8,3703,5,28142.8,25195.84,2946.96,West,Maharashtra,Mumbai
991,2025-08-21,142,Customer 0142,Mouse,Electronics,17,599,10,9164.7,7215.31,1949.39,West,Gujarat,Ahmedabad
992,2025-07-31,159,Customer 0159,Phone,Electronics,9,26631,5,227695.05,151392.37,76302.68,North,Rajasthan,Jaipur
993,2023-12-26,94,Customer 0094,Monitor,Electronics,14,11887,0,166418,133688.76,32729.24,North,Uttar Pradesh,Lucknow
994,2025-08-17,405,Customer 0405,Monitor,Electronics,11,13164,10,130323.6,82017.48,48306.12,South,Telangana,Hyderabad
995,2024-12-04,204,Customer 0204,Mouse,Electronics,5,550,5,2612.5,2053.26,559.24,North,Uttar Pradesh,Lucknow
996,2025-04-21,29,Customer 0029,Chair,Furniture,15,3392,5,48336,32817.95,15518.05,South,Telangana,Hyderabad
997,2023-02-01,352,Customer 0352,Phone,Electronics,19,25270,0,480130,338042.29,142087.71,East,West Bengal,Kolkata
998,2023-08-28,31,Customer 0031,Laptop,Electronics,15,54234,5,772834.5,621371.77,151462.73,East,West Bengal,Kolkata
999,2023-11-26,70,Customer 0070,Chair,Furniture,8,3160,10,22752,14943.9,7808.1,North,Delhi,New Delhi
1000,2025-06-30,238,Customer 0238,Laptop,Electronics,2,47457,0,94914,73484.42,21429.58,South,Telangana,Hyderabad
1001,2023-12-16,122,Customer 0122,Pen,Stationery,4,22,15,74.8,65.86,8.94,East,West Bengal,Kolkata
1002,2025-09-26,308,Customer 0308,Chair,Furniture,20,3283,10,59094,36469.76,22624.24,Central,Madhya Pradesh,Bhopal
1003,2025-07-01,434,Customer 0434,Printer,Electronics,11,13772,0,151492,132774.47,18717.53,South,Karnataka,Bengaluru
1004,2025-05-07,228,Customer 0228,Chair,Furniture,18,3718,0,66924,54530.15,12393.85,North,Rajasthan,Jaipur
1005,2024-03-19,87,Customer 0087,Laptop,Electronics,16,48777,5,741410.4,527731.61,213678.79,West,Maharashtra,Mumbai
1006,2024-10-11,289,Customer 0289,Pen,Stationery,10,20,10,180,141.85,38.15,South,Telangana,Hyderabad
1007,2023-12-07,500,Customer 0500,Keyboard,Electronics,9,1152,0,10368,6542.16,3825.84,West,Gujarat,Ahmedabad
1008,2023-12-08,185,Customer 0185,Phone,Electronics,1,25543,0,25543,19526.56,6016.44,West,Gujarat,Ahmedabad
1009,2025-03-28,71,Customer 0071,Mouse,Electronics,6,615,10,3321,2824.1,496.9,West,Maharashtra,Mumbai
1010,2024-08-20,397,Customer 0397,Printer,Electronics,5,13842,10,62289,49133.92,13155.08,South,Karnataka,Bengaluru
1011,2023-06-21,323,Customer 0323,Notebook,Stationery,4,88,10,316.8,229.36,87.44,South,Tamil Nadu,Chennai
1012,2023-03-18,159,Customer 0159,Monitor,Electronics,12,12940,5,147516,93834.9,53681.1,South,Karnataka,Bengaluru
1013,2023-07-13,189,Customer 0189,Printer,Electronics,3,16462,10,44447.4,28951.84,15495.56,West,Maharashtra,Mumbai
1014,2023-07-23,238,Customer 0238,Chair,Furniture,8,3539,10,25480.8,17597.62,7883.18,South,Telangana,Hyderabad
1015,2023-11-26,92,Customer 0092,Monitor,Electronics,15,12637,10,170599.5,104520.7,66078.8,North,Uttar Pradesh,Lucknow
1016,2025-12-10,119,Customer 0119,Mouse,Electronics,5,584,0,2920,2562.08,357.92,North,Uttar Pradesh,Lucknow
1017,2023-08-31,227,Customer 0227,Laptop,Electronics,19,51737,15,835552.55,607923.94,227628.61,North,Uttar Pradesh,Lucknow
1018,2024-11-13,40,Customer 0040,Monitor,Electronics,9,11413,5,97581.15,82312.09,15269.06,Central,Madhya Pradesh,Bhopal
1019,2024-07-02,313,Customer 0313,Chair,Furniture,8,3303,15,22460.4,20095.43,2364.97,West,Maharashtra,Mumbai
1020,2025-03-30,485,Customer 0485,Keyboard,Electronics,3,1223,15,3118.65,2466.8,651.85,West,Maharashtra,Mumbai
1021,2024-12-31,290,Customer 0290,Notebook,Stationery,10,75,15,637.5,544.61,92.89,North,Delhi,New Delhi
1022,2024-12-09,339,Customer 0339,Keyboard,Electronics,20,1177,5,22363,18230.67,4132.33,North,Rajasthan,Jaipur
1023,2025-09-19,124,Customer 0124,Chair,Furniture,1,3699,0,3699,2897.62,801.38,North,Rajasthan,Jaipur
1024,2024-08-21,411,Customer 0411,Desk,Furniture,20,6358,5,120802,100122.87,20679.13,North,Uttar Pradesh,Lucknow
1025,2025-03-18,472,Customer 0472,Pen,Stationery,17,19,15,274.55,176.92,97.63,West,Maharashtra,Mumbai
1026,2025-02-15,234,Customer 0234,Mouse,Electronics,3,556,5,1584.6,1068.03,516.57,North,Uttar Pradesh,Lucknow
1027,2025-05-27,7,Customer 0007,Mouse,Electronics,10,583,5,5538.5,4373.42,1165.08,West,Gujarat,Ahmedabad
1028,2023-05-19,23,Customer 0023,Keyboard,Electronics,16,1300,0,20800,13679.7,7120.3,West,Maharashtra,Mumbai
1029,2023-07-07,65,Customer 0065,Chair,Furniture,1,3270,0,3270,2766.02,503.98,North,Rajasthan,Jaipur
1030,2023-08-12,198,Customer 0198,Desk,Furniture,8,6392,0,51136,38655.66,12480.34,West,Maharashtra,Mumbai
